image_path,text,image_text,crop,stress_labels,source
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_21.jpg,Fencing: U.S. and Swiss End Gold Drought  ATHENS (Reuters) - Mariel Zagunis won the first fencing  gold for the United States for 100 years when she beat Xue Tan  of China 15-9 in the inaugural Olympic women's sabre final on  Tuesday.,0 plant showing signs of 0. Stress indicators: disease_risk.,0,"['water_stress', 'disease_risk']",combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_22.jpg,"Alcoa closing Ohio plant, cutting 140 jobs Alcoa Inc. will close an automotive components factory in Ohio and lay off its staff in a bid to cut excess capacity, the Pittsburgh-based company said Tuesday. ",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_23.jpg,"Alcoa to Close Ohio Plant, Cut 140 Jobs Aluminum producer Alcoa Inc. said Tuesday it is closing its Northwood, Ohio, automotive components factory by year-end to trim excess capacity, which will impact about 140 employees. ",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_24.jpg,"7 Texas Kids Found in Nigeria Orphanage HOUSTON - Seven Texas children were discovered abandoned at a Nigerian orphanage, suffering from disease and malnutrition, and have been brought back to the United States.    Child Protective Services, which received emergency custody of the children Monday, is investigating accusations that the children's adoptive mother abandoned them in Nigeria in October and later went to work in Iraq as a private contractor...",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_25.jpg,"Hollywood awaits Termite from Texas and Iraqi fly What an inspirational story: former world title contender becomes used car salesman in Texas, becomes rattlesnake killer, becomes pest exterminator in Baghdad, becomes boxing coach of Iraq and self-proclaimed  quot;saviour quot; of that troubled nation. It is ...",0 plant showing signs of 0. Stress indicators: disease_risk.,0,"['pest_risk', 'disease_risk']",combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_26.jpg,"Benefits Seen in Earth Observation Data (AP) AP - Scientists are planning to take the pulse of the planet  #151; and more  #151; in an effort to improve weather forecasts, predict energy needs months in advance, anticipate disease outbreaks and even tell fishermen where the catch will be abundant.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_27.jpg,Alcoa to shutter Ohio automotive components plant PITTSBURGH Alcoa said today it will take a seven (m) million dollar charge to close an automotive components plant in Ohio due to overcapacity. ,0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_28.jpg,Oakville plant #39;s fate is still up in the air Ford is celebrating its 100th anniversary in Canada today amid uncertainty over the future of the automaker #39;s Oakville assembly plant. ,0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_29.jpg,"Benefits Seen in Earth Observation Data WASHINGTON Aug. 17, 2004  Scientists are planning to take the pulse of the planet and more in an effort to improve weather forecasts, predict energy needs months in advance, anticipate disease outbreaks and even tell fishermen where the catch will be ...",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_30.jpg,Singapore Suspends Some Poultry Imports (AP) AP - Singapore said Wednesday that it has suspended the import of all poultry and poultry products from neighboring Malaysia after avian influenza was discovered at a farm there.,0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_31.jpg,"Iran retaliation threat to Israeli N-plant Iran will strike the Israeli reactor at Dimona if Israel attacks the Islamic republic #39;s nuclear facilities, a commander of the elite Revolutionary Guards has said. ",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_32.jpg,"Hynix to build chip plant in China South Korean memory-chip maker Hynix Semiconductor Inc. announced Wednesday that it reached an agreement to construct a wafer fabrication plant (fab) to manufacture chips in Wuxi, China.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_33.jpg,"Security aide says US will be stronger in Korea after troop withdrawal (AFP) AFP - US national security advisory Condoleezza Rice said that US military power on the Korean peninsula will be stronger even if 12,000 troops are withdrawn under a controversial troop withdrawal plan.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_34.jpg,"Radical group plants bomb near Blair holiday villa THE threat to leading politicians from terrorist attack was underlined yesterday when extremists were able to plant a bomb close to the Sardinian villa where Tony and Cherie Blair were staying as guests of Silvio Berlusconi, the Italian prime minister. ",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_35.jpg,"Leisure  amp; Arts One thing that the Olympics have always provided is that hardy perennial known as the  quot;feel-good story. quot; The sort of story in which, against all odds--and with undeniable drama--the farm boy from Iowa who grew up with rickets in one leg ...",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_36.jpg,"China Says Taiwan President's U.S. Stop 'A Trick'  BEIJING (Reuters) - China urged the United States on  Thursday not to allow Taiwan President Chen Shui-bian to set  foot on U.S. soil, describing his stopovers en route to Latin  America as a trick to sabotage Sino-U.S. relations.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_37.jpg,"China Says Taiwan President #39;s US Stop  #39;A Trick #39; BEIJING (Reuters) - China urged the United States on Thursday not to allow Taiwan President Chen Shui-bian to set foot on US soil, describing his stopovers en route to Latin America as a trick to sabotage Sino-US relations. ",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_38.jpg,"Malaysia Confirms Deadly Bird Flu Found (AP) AP - Malaysia went on a nationwide alert against bird flu Thursday after officials confirmed that a deadly strain of the disease, blamed for the deaths of 27 people in Asia, had been found in a tiny northern village.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_39.jpg,"Bangladesh wins \$2bn India deal Indian conglomerate Tata is to invest \$2bn in a power plant in Bangladesh, the country's single largest foreign investment ever.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_40.jpg,"Australian Wheat Farmers Brace for Huge Locust Plague (Reuters) Reuters - Australia's wheat farmers, fresh from\battling the country's worst drought in a century, are now\threatened by a plague of locusts which have already begun to\hatch from a sprawling ""nursery"" in the country's outback.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,"['water_stress', 'heat_stress', 'disease_risk']",combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_41.jpg,"Tomato Juice May Cut Clotting in Diabetics By Amanda Gardner, HealthDay Reporter    HealthDayNews -- For people with type 2 diabetes, tomato juice may help stave off the heart troubles that often complicate the disease.    Researchers have found that drinking tomato juice for three weeks had a blood-thinning effect in people with the disease...",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_42.jpg,"Should Google blame Foot in Mouth disease, or Evil Bankers? &lt;strong&gt;Analysis&lt;/strong&gt; Lost in Space",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_43.jpg,"Rice Counsels Patience During Iraq War (AP) AP - Defending President Bush's foreign policies, national security adviser Condoleezza Rice counseled Americans to be ""less critical of every twist and turn"" in Iraq.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_44.jpg,"Church Says Girls' Communion Not Valid BRIELLE, N.J. - An 8-year-old girl who suffers from a rare digestive disorder and cannot eat wheat has had her first Holy Communion declared invalid because the wafer contained no wheat, violating Roman Catholic doctrine...",0 plant showing signs of 0. Stress indicators: disease_risk.,0,"['heat_stress', 'disease_risk']",combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_45.jpg,"Bird flu outbreak in Malaysia Kuala Lumpur, Malaysia, Aug. 19 (UPI) -- Malaysian agriculture officials confirmed Thursday bird flu has been detected in two chickens in the northern state of Kelantan. ",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_46.jpg,"Church Says Girl's Communion Not Valid BRIELLE, N.J. - An 8-year-old girl who suffers from a rare digestive disorder and cannot eat wheat has had her first Holy Communion declared invalid because the wafer contained no wheat, violating Roman Catholic doctrine...",0 plant showing signs of 0. Stress indicators: disease_risk.,0,"['heat_stress', 'disease_risk']",combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_47.jpg,"Groups Weigh in on Revisions to Food Pyramid By IRA DREYFUSS     WASHINGTON (AP) -- Keep the food pyramid but make it more understandable, food industry and consumer group officials told a panel of Agriculture Department officials on Thursday.    The department is revising its nutrition graphic to reflect new eating guidelines that are due out early next year by a dietary guidance advisory committee...",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_48.jpg,"FDA to Inspect Boston Scientific Stent Plant -WSJ NEW YORK (Reuters) - The US Food and Drug Administration expects to inspect Boston Scientific Corp. #39;s Galway, Ireland factory in the  quot;near future quot; as part of its probe into the company #39;s coronary stent recall, the Wall Street Journal said on Friday. ",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_49.jpg,"Fields Treasures Job After missing all of the Carolina Panthers' 2004 Super Bowl season with Hodgkin's disease, linebacker Mark Fields appreciates every second he spends on the field.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_50.jpg,"Darfur humanitarian crisis easing, UN says KHARTOUM, Sudan  While violence remains a major concern, the humanitarian crisis in the Darfur region is easing and large-scale deaths from malnutrition and disease are likely to be averted as international assistance pours in, UN ...",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_51.jpg,Plant operators grilled by safety panel probing Japanese nuclear plant explosion TOKYO The operators of a Japanese nuclear plant say there was no evidence of danger at the plant before a deadly explosion this month. ,0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_52.jpg,"WHO and FAO kept in dark on bird flu virus found in pigs in China (AFP) AFP - UN health and agriculture officials in China said they were not informed by the government of the deadly H5N1 bird flu virus being found in pigs, the first such discovery in the world.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_53.jpg,"13 injured in plant fire in Japan TOKYO, Aug. 20 (Xinhuanet) -- Fire broke out Friday at a tire plant belonging to Bridgestone Corp. in Amagi, western Fukuoka Prefecture of Japan, leaving 13 people injured. ",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_54.jpg,"FDA to Inspect Boston Scientific Stent Plant -WSJ (Reuters) Reuters - The U.S. Food and Drug Administration\expects to inspect Boston Scientific Corp.'s Galway, Ireland\factory in the ""near future"" as part of its probe into the\company's coronary stent recall, the Wall Street Journal said\on Friday.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_55.jpg,"Learning to write with classroom blogs Last spring Marisa Dudiak took her second-grade class in Frederick County, Maryland, on a field trip to an American Indian farm. ",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_56.jpg,"Fire stops production at Bridgestone #39;s biggest tire plant in Japan TOKYO : Production at Bridgestone #39;s biggest tire plant in Japan remained suspended a day after a fire broke out at a rubber refining facility, a company spokesman said. ",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_57.jpg,"Away on Business: Making a Difference  NEW YORK (Reuters) - Working in poverty-stricken areas  gives corporate travelers an up-close look at global problems  such as disease, illiteracy or injustice. It also puts them in  a position to bring about change.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_58.jpg,"Indian, British scientists working on drug to fight malaria At least 27 people are reported to have died of malaria in Alindra, India and 293 are seriously ill with the disease which broke out after the heavy rains and floods.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_59.jpg,Usual suspects could be challenged The pressure on IRL IndyCar Series championship leaders Tony Kanaan and Buddy Rice is beginning to increase with the end of the 2004 season just eight weeks -- or five races -- away.,0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_60.jpg,Chemical may cause muscle disease Scientists say a defect in a key protein may cause the muscle-wasting disease muscular dystrophy.,0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_61.jpg,"Workers at Mexico #39;s Volkswagen plant end strike, accept 4.5 wage &lt;b&gt;...&lt;/b&gt; Workers at Volkswagen #39;s Mexico plant agreed to end their three-day-old strike and accept a pay package close to the company #39;s original offer, officials said after talks that stretched into the early hours of Saturday.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_62.jpg,"Facing Middle Age and AIDS Although AIDS is thought of as a disease of the young, in the United States it is rapidly becoming one of the middle-aged and even the old.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_63.jpg,U.S. Men End 40-Year Rowing Drought  ATHENS (Reuters) - The United States stormed to their first  Olympic men's eights title in 40 years on Sunday.,0 plant showing signs of 0. Stress indicators: disease_risk.,0,"['water_stress', 'disease_risk']",combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_64.jpg,"Iran's Bushehr Atomic Power Plant Faces More Delays  TEHRAN (Reuters) - Iran on Sunday announced a further  substantial delay in the long overdue project to complete its  first nuclear power plant, part of a program which Washington  says could be used to make atomic arms.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_65.jpg,"U.S. Wins Rowing Gold The American men's elite eight crew ends a four-decade drought in rowing gold medals Sunday, pulling out to a big lead and fending off a late charge by the Netherlands.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,"['water_stress', 'disease_risk']",combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_66.jpg,Iran delays nuclear plant opening Iran says it has delayed plans to start up its first nuclear reactor by a year - but it plans to build more plants with Russian help.,0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_67.jpg,"Kadyrov absolutely rejected extreme forms of Wahhabism  Putin MOSCOW, August 22 (Itar-Tass) --Akhmad Kadyrov was absolutely against the extreme forms of Wahhabism, which some forces are still trying to plant on our land, President Vladimir Putin said in the RTR documentary, Akhmad Kadyrov.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_68.jpg,"Santos May Report 40 Drop in First-Half Profit as Output Fell Santos Ltd., Australia #39;s biggest natural gas producer, may report first-half profit fell 40 percent after a fire on New Year #39;s Day at its gas processing plant in central Australia cut production.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_69.jpg,Hewitt ends drought LLEYTON HEWITT further fine-tuned his game ahead of the US Open with a convincing 6-3 6-4 win over Gilles Muller to capture the Washington Open today.,0 plant showing signs of 0. Stress indicators: disease_risk.,0,"['water_stress', 'disease_risk']",combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_70.jpg,"Strike Ends at VW Factory in Mexico Workers at Volkswagen #39;s Mexico plant agreed to end a three-day-old strike Saturday and accept a pay package very close to the company #39;s original offer, officials ",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_71.jpg,"Arkansas Farm Produces Most U.S. Goldfish (AP) AP - There is a good chance that the colorful carp you won at the county fair or picked up at the local pet shop came from Pool Fisheries, which sits in the middle of an Arkansas field in Lonoke County, the self-proclaimed baitfish capital of the world where more than 6 billion minnows and goldfish are bred each year.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_72.jpg,"Fertilizer thieves targeted with stain Farmers fed up with methamphetamine cooks stealing their fertilizer may soon catch them pink handed, thanks to a new dye developed by a Southern Illinois farmer.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,"['nutrient_def', 'disease_risk']",combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_73.jpg,Franchitti gets second win; Rice has disaster It appears Dario Franchitti of Scotland is getting the hang of it in the Indy Racing League. Franchitti dominated Sunday #39;s Honda Indy 225 at Pikes Peak International Raceway for his second IRL win of the season.,0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_74.jpg,"Drought ends with reign ATHENS -- They'd been here so many times before with gilded dreams -- in Mexico City, in Munich, in Montreal, in Los Angeles, in Seoul, in Barcelona, in Atlanta, and four years ago in Sydney. And every time, they had to listen to someone else's anthem.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,"['water_stress', 'disease_risk']",combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_75.jpg,"UK Stocks Advance, Paced by British Airways and Rentokil UK stocks advanced, paced by British Airways Plc after the airline averted a strike by some of its staff. Rentokil Initial Plc, the world #39;s biggest pest control business, gained after ",0 plant showing signs of 0. Stress indicators: disease_risk.,0,"['pest_risk', 'disease_risk']",combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_76.jpg,"China confirms bird flu found in pigs last year (AFP) AFP - China's Ministry of Agriculture confirmed that a deadly strain of bird flu was found in pigs last year, the Xinhua news agency reported.",0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
hf_BrandonFors/Plant-Diseases-PlantVillage-Dataset_77.jpg,Sudan denies need for AU peacekeepers in Darfur Agriculture Minister insists Sudan can handle security situation in Darfur without need for AU peacekeepers. ABUJA - The head of Sudan #39;s delegation to African Union-sponsored talks on the conflict in the western ,0 plant showing signs of 0. Stress indicators: disease_risk.,0,['disease_risk'],combined
